10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_INFN-MILANO-ATLASC notmaxweight (1+78/33)*230/50 
10-03 14:59  Michael_Stoebe_ 646 655 skip ANALY_CSCS notmaxweight (1+0/72)*636/384 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_AUSTRALIA notmaxweight (1+3/41)*397/666 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_MANC notmaxweight (1+116/185)*927/596 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_GRIF-LPNHE notmaxweight (1+36/94)*608/138 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_TAIWAN notmaxweight (1+94/105)*250/2249 
10-03 14:59  Michael_Stoebe_ 646 655 skip ANALY_GLASGOW notmaxweight (1+150/163)*1261/725 
10-03 14:59  Michael_Stoebe_ 646 655 skip ANALY_LYON-T1 notmaxweight (1+49/204)*945/7256 
10-03 14:59  Michael_Stoebe_ 646 655 skip ANALY_JINR notmaxweight (1+10/221)*751/435 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_LIV notmaxweight (1+3/9)*431/235 
10-03 14:59  Michael_Stoebe_ 646 655 skip ANALY_IN2P3-CC notmaxweight (1+170/247)*675/443 
10-03 14:59  Michael_Stoebe_ 646 655 skip ANALY_INFN-MILANO-ATLASC notmaxweight (1+78/33)*230/50 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_GOEGRID notmaxweight (1+109/74)*792/0 
10-03 14:59  Michael_Stoebe_ 646 655 skip ANALY_IN2P3-CC-T2 notmaxweight (1+96/126)*142/2111 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_IN2P3-CC-T2_LONG notmaxweight (1+124/287)*621/892 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_INFN-NAPOLI notmaxweight (1+21/108)*1307/349 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_IHEP notmaxweight (1+23/43)*299/319 
10-03 14:59  Michael_Stoebe_ 646 655 skip ANALY_IN2P3-CC_LONG notmaxweight (1+234/337)*535/1058 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_JINR notmaxweight (1+10/221)*751/435 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_ARC notmaxweight (1+1/100)*365/662 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_DESY-ZN notmaxweight (1+0/97)*852/184 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_ALBERTA-WG1 notmaxweight (1+29/66)*381/883 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_wuppertalprod notmaxweight (1+109/114)*677/1358 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_IN2P3-CC_LONG notmaxweight (1+234/337)*535/1058 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_SWT2_CPB notmaxweight (1+200/204)*693/0 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_TOKYO notmaxweight (1+40/143)*1112/1840 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_HU_ATLAS_Tier2 notmaxweight (1+33/107)*614/983 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_SHEF notmaxweight (1+1/65)*289/725 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_MWT2 notmaxweight (1+277/243)*1988/393 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_UAM notmaxweight (1+0/39)*302/709 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_GLASGOW notmaxweight (1+150/163)*1261/741 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_IFAE notmaxweight (1+0/79)*601/315 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_SLAC notmaxweight (1+218/258)*454/384 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_LIP-Coimbra notmaxweight (1+8/19)*226/891 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_IL-TAU-HEP notmaxweight (1+3/33)*171/1317 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_INFN-ROMA1 notmaxweight (1+22/56)*227/974 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_CAM notmaxweight (1+18/22)*89/111 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_FZU notmaxweight (1+199/230)*683/0 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_MPPMU notmaxweight (1+161/161)*1000/716 
10-03 14:59  Michael_Stoebe_ 653 654 choose ANALY_BEIJING maxweight (1+71/62)*291/0 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_INFN-FRASCATI notmaxweight (1+18/18)*141/23 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_QMUL notmaxweight (1+36/153)*1203/378 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_LIP-Lisbon notmaxweight (1+6/7)*55/3 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_SFU notmaxweight (1+30/32)*245/525 
10-03 14:59  Michael_Stoebe_ 653 654 skip ANALY_LYON-T2 notmaxweight (1+198/346)*1154/3071 
